stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
de:09362:14019:0:1,,Droste-Hülshoff-Weg,,48.9862638,12.1343183,,,0,,,0
de:09362:14019:0:2,,Droste-Hülshoff-Weg,,48.986228,12.1343727,,,0,,,0
de:09375:18008:0:1,,Donaustauf Bayerwaldstraße,,49.0288477,12.2032427,,,0,,,0
de:09375:18008:0:2,,Donaustauf Bayerwaldstraße,,49.0287322,12.2024355,,,0,,,0
de:09375:18010:0:2,,Donaustauf Kriegerdenkmal,,49.0297694,12.2108222,,,0,,,0
de:09375:18010:0:3,,Donaustauf Kriegerdenkmal,,49.0295811,12.2104386,,,0,,,0
de:09375:868:0:1,,Donaustauf Reifldinger Str.,,49.0314208,12.2173386,,,0,,,0
de:09362:15007:0:1,,Dürerstraße,,49.0035911,12.0607522,,,0,,,0
de:09362:15007:0:2,,Dürerstraße,,49.0035037330105,12.06068186660142,,,0,,,0
de:09362:11162:0:0,,Dultplatz,,49.02606296068036,12.09013550914544,,,0,,,0
de:09362:14028:0:0,,Friedrich-Ebert-Str.,,49.00551541812666,12.06986971163598,,,0,,,0
de:09362:14104:0:1,,Ehrenfelsstraße,,49.01083046534254,12.11824893619643,,,0,,,0
de:09362:14104:0:2,,Ehrenfelsstraße,,49.01079610908313,12.11735234214106,,,0,,,0
de:09362:11050:0:1,,Eiserne Brücke,,49.02171538727914,12.10281763371358,,,0,,,0
de:09362:11050:0:2,,Eiserne Brücke,,49.0217519,12.1027897,,,0,,,0
de:09362:15038:0:1,,Elisabethstraße,,49.02655692396954,12.07008363109112,,,0,,,0
de:09362:1925:0:1,,Erboweg,,49.01190586054582,12.054816398313,,,0,,,0
de:09362:14009:0:1,,Ludwig-Erhard-Str.,,49.0007516,12.0730897,,,0,,,0
de:09362:14009:0:2,,Ludwig-Erhard-Str.,,49.0005713,12.07339,,,0,,,0
de:09362:14032:0:0,,Erminoldweg,,49.01083718751595,12.04454860304192,,,0,,,0
de:09362:11151:0:0,,Fritz-Fend-Straße,,49.01264981192497,12.09350039562281,,,0,,,0
de:09362:11151:0:1,,Fritz-Fend-Straße,,49.01241095974337,12.09411214940155,,,0,,,0
de:09362:11060:0:1,,Fischmarkt,,49.0210394,12.0949405,,,0,,,0
de:09362:11060:0:2,,Fischmarkt,,49.0210847,12.0946672,,,0,,,0
de:09362:12052:0:1,,Fluderstraße,,49.0372455,12.1025075,,,0,,,0
de:09362:12052:0:2,,Fluderstraße,,49.0364811,12.1024922,,,0,,,0
de:09362:14093:0:1,,FOS/BOS,,48.9984138,12.106978,,,0,,,0
de:09362:14093:0:2,,FOS/BOS,,48.99833343120077,12.10706513377772,,,0,,,0
de:09362:13009:0:2,,Frachtpostzentrum,,48.9996161,12.1496605,,,0,,,0
de:09362:13009:0:3,,Frachtpostzentrum,,48.9994905,12.1493733,,,0,,,0
de:09362:14045:0:1,,Kaiser-Friedrich-Allee,,49.00149,12.0711227,,,0,,,0
de:09362:14045:0:2,,Kaiser-Friedrich-Allee,,49.0011572,12.0715322,,,0,,,0
de:09362:14066:0:2,,Oberer kath. Friedhof,,49.00623793025211,12.09294723619162,,,0,,,0
de:09362:14066:0:3,,Oberer kath. Friedhof,,49.0076791,12.0928511,,,0,,,0
de:09362:14066:0:4,,Oberer kath. Friedhof,,49.0068522,12.0921933,,,0,,,0
de:09362:14098:0:1,,Friesenstraße,,49.00113028,12.11738374,,,0,,,0
de:09362:14098:0:2,,Friesenstraße,,49.0011191,12.1175208,,,0,,,0
de:09362:14082:0:2,,Unterer kath. Friedhof,,49.0096636,12.1062505,,,0,,,0
de:09362:14082:0:3,,Unterer kath. Friedhof,,49.0095019,12.1061408,,,0,,,0
de:09362:14023:0:2,,Evang. Zentralfriedhof,,49.0100152,12.0949605,,,0,,,0
de:09362:14023:0:1,,Evang. Zentralfriedhof,,49.010195,12.09507,,,0,,,0
de:09362:11065:0:1,,Gabelsbergerstraße,,49.0169644,12.107018,,,0,,,0
de:09362:11065:0:3,,Gabelsbergerstraße,,49.0170991,12.1070866,,,0,,,0
de:09362:151:0:2,,Gallingkofen/Hochmuth,,49.0470113,12.1017341,,,0,,,0
de:09362:12014:0:1,,Gallingkofen,,49.0464977,12.1027863,,,0,,,0
de:09362:12014:0:2,,Gallingkofen,,49.0469197,12.1035261,,,0,,,0
de:09362:14035:0:2,,Geibelplatz,,48.9976263,12.08041,,,0,,,0
de:09362:14035:0:1,,Geibelplatz,,48.9981836,12.0809438,,,0,,,0
de:09362:16014:0:1,,Gerhardinger Schule,,49.02540445890032,12.09958217902239,,,0,,,0
de:09362:14022:0:2,,Dr.-Gessler-Straße,,49.0050636,12.0648133,,,0,,,0
de:09362:14022:0:3,,Dr.-Gessler-Straße,,49.0044702,12.0646486,,,0,,,0
de:09362:14022:0:4,,Dr.-Gessler-Straße,,49.0045508,12.0654825,,,0,,,0
de:09362:12016:0:1,,Gewerbepark/Donau-Arena,,49.0292419,12.1298397,,,0,,,0
de:09362:12016:0:2,,Gewerbepark/Donau-Arena,,49.0291719,12.128185,,,0,,,0
de:09362:15009:0:4,,Goethestraße,,49.0171058,12.0762583,,,0,,,0
de:09362:15009:0:3,,Goethestraße,,49.0171233,12.0771333,,,0,,,0
de:09362:163:0:1,,Goethe-Gymnasium,,49.0185263,12.0768072,,,0,,,0
de:09362:163:0:2,,Goethe-Gymnasium,,49.01848204061081,12.07694037920459,,,0,,,0
de:09362:11070:0:0,,Gutenbergplatz,,49.0184872,12.0931994,,,0,,,0
