route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id
8B,05510 (U-FR) bis 25.07.25,[@1.0.117451671@][1674555385520]/1__05510_(U-FR)_bis_25.07.25,shape_0,Gabelsbergerstr.,,1,05510 (U-FR) bis 25.07.25
8B,05510 (U-MD),[@1.0.117451671@][1674555385520]/1__05510_(U-MD),shape_0,Gabelsbergerstr.,,1,05510 (U-MD)
8B,05517 MF,[@1.0.117451671@][1674555385520]/1__05517_MF,shape_0,Gabelsbergerstr.,,1,05517 MF
8B,05510 (U-FR),[@1.0.117451671@][1674555385520]/1__05510_(U-FR),shape_0,Gabelsbergerstr.,,1,05510 (U-FR)
18,1810 SO,[@1.0.139576287@][1][1686826645177]/7__1810_SO,shape_1,Sportpark Ost,,0,1810 SO
18,1810 SO bis 27.07.25,[@1.0.139576287@][1][1686826645177]/7__1810_SO_bis_27.07.25,shape_1,Sportpark Ost,,0,1810 SO bis 27.07.25
18,912 SO bis 27.07.25,[@1.0.139576287@][1][1686826645180]/8__912_SO_bis_27.07.25,shape_1,Sportpark Ost,,0,912 SO bis 27.07.25
18,912 SO,[@1.0.139576287@][1][1686826645180]/8__912_SO,shape_1,Sportpark Ost,,0,912 SO
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/1__00602_(U-MD),shape_2,Hauptbahnhof,,0,00602 (U-MD)
C6,00602 (U-FR),[@1.0.143535942@][1692874152941]/1__00602_(U-FR),shape_2,Hauptbahnhof,,0,00602 (U-FR)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/10__06614_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06614 Ferien (U-MD)
C6,06614 Ferien (U-FR),[@1.0.143535942@][1692874152941]/10__06614_Ferien_(U-FR),shape_2,Hauptbahnhof,,0,06614 Ferien (U-FR)
C6,05314 (U-FR),[@1.0.143535942@][1692874152941]/10__05314_(U-FR),shape_2,Hauptbahnhof,,0,05314 (U-FR)
C6,05314 (U-FR) bis 25.07.25,[@1.0.143535942@][1692874152941]/10__05314_(U-FR)_bis_25.07.25,shape_2,Hauptbahnhof,,0,05314 (U-FR) bis 25.07.25
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/10__05314_(U-MD),shape_2,Hauptbahnhof,,0,05314 (U-MD)
C6,07216 (U-FR),[@1.0.143535942@][1692874152941]/11__07216_(U-FR),shape_2,Hauptbahnhof,,0,07216 (U-FR)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/11__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,06416 Ferien (U-FR),[@1.0.143535942@][1692874152941]/11__06416_Ferien_(U-FR),shape_2,Hauptbahnhof,,0,06416 Ferien (U-FR)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/11__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,06109 (U-MD),[@1.0.143535942@][1692874152941]/12__06109_(U-MD),shape_2,Hauptbahnhof,,0,06109 (U-MD)
C6,06109 (U-FR),[@1.0.143535942@][1692874152941]/12__06109_(U-FR),shape_2,Hauptbahnhof,,0,06109 (U-FR)
C6,06112 Ferien (U-FR),[@1.0.143535942@][1692874152941]/13__06112_Ferien_(U-FR),shape_2,Hauptbahnhof,,0,06112 Ferien (U-FR)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/13__06112_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06112 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/13__00312_(U-MD),shape_2,Hauptbahnhof,,0,00312 (U-MD)
C6,00312 (U-FR),[@1.0.143535942@][1692874152941]/13__00312_(U-FR),shape_2,Hauptbahnhof,,0,00312 (U-FR)
C6,00413 Ferien (U-MD),[@1.0.143535942@][1692874152941]/14__00413_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,00413 Ferien (U-MD)
C6,00413 (U-DO),[@1.0.143535942@][1692874152941]/14__00413_(U-DO),shape_2,Hauptbahnhof,,0,00413 (U-DO)
C6,00413 (U-MM),[@1.0.143535942@][1692874152941]/14__00413_(U-MM),shape_2,Hauptbahnhof,,0,00413 (U-MM)
C6,00223 (U-MD),[@1.0.143535942@][1692874152941]/15__00223_(U-MD),shape_2,Hauptbahnhof,,0,00223 (U-MD)
C6,06123 Ferien (U-MD),[@1.0.143535942@][1692874152941]/15__06123_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06123 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/16__00312_(U-MD),shape_2,Hauptbahnhof,,0,00312 (U-MD)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/16__06112_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06112 Ferien (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/17__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/17__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/18__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/18__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,00413 (U-DO),[@1.0.143535942@][1692874152941]/19__00413_(U-DO),shape_2,Hauptbahnhof,,0,00413 (U-DO)
C6,00413 Ferien (U-MD),[@1.0.143535942@][1692874152941]/19__00413_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,00413 Ferien (U-MD)
C6,00413 (U-MM),[@1.0.143535942@][1692874152941]/19__00413_(U-MM),shape_2,Hauptbahnhof,,0,00413 (U-MM)
C6,05315 (U-MF) bis 25.07.25[2025-7-25],[@1.0.143535942@][1692874152941]/2__05315_(U-MF)_bis_25.07.25[2025-7-25],shape_2,Hauptbahnhof,,0,05315 (U-MF) bis 25.07.25[2025-7-25]
C6,20615 Ferien (U-MF),[@1.0.143535942@][1692874152941]/2__20615_Ferien_(U-MF),shape_2,Hauptbahnhof,,0,20615 Ferien (U-MF)
C6,05315 (U-MF),[@1.0.143535942@][1692874152941]/2__05315_(U-MF),shape_2,Hauptbahnhof,,0,05315 (U-MF)
C6,00223 (U-MD),[@1.0.143535942@][1692874152941]/20__00223_(U-MD),shape_2,Hauptbahnhof,,0,00223 (U-MD)
C6,06123 Ferien (U-MD),[@1.0.143535942@][1692874152941]/20__06123_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06123 Ferien (U-MD)
C6,00321 Ferien (U-MD),[@1.0.143535942@][1692874152941]/21__00321_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,00321 Ferien (U-MD)
C6,00607 (U-MD),[@1.0.143535942@][1692874152941]/21__00607_(U-MD),shape_2,Hauptbahnhof,,0,00607 (U-MD)
C6,06123 Ferien (U-MD),[@1.0.143535942@][1692874152941]/22__06123_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06123 Ferien (U-MD)
C6,00223 (U-MD),[@1.0.143535942@][1692874152941]/22__00223_(U-MD),shape_2,Hauptbahnhof,,0,00223 (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/23__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/23__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,00413 Ferien (U-MD),[@1.0.143535942@][1692874152941]/24__00413_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,00413 Ferien (U-MD)
C6,00413 (U-DO),[@1.0.143535942@][1692874152941]/24__00413_(U-DO),shape_2,Hauptbahnhof,,0,00413 (U-DO)
C6,00413 (U-MM),[@1.0.143535942@][1692874152941]/24__00413_(U-MM),shape_2,Hauptbahnhof,,0,00413 (U-MM)
C6,00413 Ferien (U-MD),[@1.0.143535942@][1692874152941]/25__00413_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,00413 Ferien (U-MD)
C6,00413 (U-MM),[@1.0.143535942@][1692874152941]/25__00413_(U-MM),shape_2,Hauptbahnhof,,0,00413 (U-MM)
C6,00413 (U-DO),[@1.0.143535942@][1692874152941]/25__00413_(U-DO),shape_2,Hauptbahnhof,,0,00413 (U-DO)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/26__00602_(U-MD),shape_2,Hauptbahnhof,,0,00602 (U-MD)
C6,06109 (U-MD),[@1.0.143535942@][1692874152941]/28__06109_(U-MD),shape_2,Hauptbahnhof,,0,06109 (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/29__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/29__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,08022 (U-MF),[@1.0.143535942@][1692874152941]/3__08022_(U-MF),shape_2,Hauptbahnhof,,0,08022 (U-MF)
C6,06123 Ferien (U-FR),[@1.0.143535942@][1692874152941]/3__06123_Ferien_(U-FR),shape_2,Hauptbahnhof,,0,06123 Ferien (U-FR)
C6,06123 Ferien (U-MD),[@1.0.143535942@][1692874152941]/3__06123_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06123 Ferien (U-MD)
C6,08022 (U-MF) bis 25.07.25,[@1.0.143535942@][1692874152941]/3__08022_(U-MF)_bis_25.07.25,shape_2,Hauptbahnhof,,0,08022 (U-MF) bis 25.07.25
C6,06109 (U-MD),[@1.0.143535942@][1692874152941]/30__06109_(U-MD),shape_2,Hauptbahnhof,,0,06109 (U-MD)
C6,01005 (U-MD),[@1.0.143535942@][1692874152941]/31__01005_(U-MD),shape_2,Hauptbahnhof,,0,01005 (U-MD)
C6,01005 (U-MD),[@1.0.143535942@][1692874152941]/32__01005_(U-MD),shape_2,Hauptbahnhof,,0,01005 (U-MD)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/33__06112_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06112 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/33__00312_(U-MD),shape_2,Hauptbahnhof,,0,00312 (U-MD)
C6,00223 (U-MD),[@1.0.143535942@][1692874152941]/34__00223_(U-MD),shape_2,Hauptbahnhof,,0,00223 (U-MD)
C6,06123 Ferien (U-MD),[@1.0.143535942@][1692874152941]/34__06123_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06123 Ferien (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/35__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/35__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/36__00602_(U-MD),shape_2,Hauptbahnhof,,0,00602 (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/37__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/37__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/38__00602_(U-MD),shape_2,Hauptbahnhof,,0,00602 (U-MD)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/39__06112_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06112 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/39__00312_(U-MD),shape_2,Hauptbahnhof,,0,00312 (U-MD)
C6,00312 (U-FR),[@1.0.143535942@][1692874152941]/4__00312_(U-FR),shape_2,Hauptbahnhof,,0,00312 (U-FR)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/4__06112_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06112 Ferien (U-MD)
C6,06112 Ferien (U-FR),[@1.0.143535942@][1692874152941]/4__06112_Ferien_(U-FR),shape_2,Hauptbahnhof,,0,06112 Ferien (U-FR)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/4__00312_(U-MD),shape_2,Hauptbahnhof,,0,00312 (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/40__00602_(U-MD),shape_2,Hauptbahnhof,,0,00602 (U-MD)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/41__06112_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06112 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/41__00312_(U-MD),shape_2,Hauptbahnhof,,0,00312 (U-MD)
C6,06109 (U-MD),[@1.0.143535942@][1692874152941]/42__06109_(U-MD),shape_2,Hauptbahnhof,,0,06109 (U-MD)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/43__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/43__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,01005 (U-MD),[@1.0.143535942@][1692874152941]/44__01005_(U-MD),shape_2,Hauptbahnhof,,0,01005 (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/46__00602_(U-MD),shape_3,Universität,,1,00602 (U-MD)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/47__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/47__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,00223 (U-MD),[@1.0.143535942@][1692874152941]/48__00223_(U-MD),shape_3,Universität,,1,00223 (U-MD)
C6,06123 Ferien (U-MD),[@1.0.143535942@][1692874152941]/48__06123_Ferien_(U-MD),shape_3,Universität,,1,06123 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/49__00312_(U-MD),shape_3,Universität,,1,00312 (U-MD)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/49__06112_Ferien_(U-MD),shape_3,Universität,,1,06112 Ferien (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/5__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,06416 Ferien (U-FR),[@1.0.143535942@][1692874152941]/5__06416_Ferien_(U-FR),shape_2,Hauptbahnhof,,0,06416 Ferien (U-FR)
C6,07216 (U-FR),[@1.0.143535942@][1692874152941]/5__07216_(U-FR),shape_2,Hauptbahnhof,,0,07216 (U-FR)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/5__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/50__00602_(U-MD),shape_3,Universität,,1,00602 (U-MD)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/51__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/51__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/52__06112_Ferien_(U-MD),shape_3,Universität,,1,06112 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/52__00312_(U-MD),shape_3,Universität,,1,00312 (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/53__00602_(U-MD),shape_3,Universität,,1,00602 (U-MD)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/54__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/54__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/55__06112_Ferien_(U-MD),shape_3,Universität,,1,06112 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/55__00312_(U-MD),shape_3,Universität,,1,00312 (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/56__00602_(U-MD),shape_3,Universität,,1,00602 (U-MD)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/57__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/57__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/58__00312_(U-MD),shape_3,Universität,,1,00312 (U-MD)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/58__06112_Ferien_(U-MD),shape_3,Universität,,1,06112 Ferien (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/59__00602_(U-MD),shape_3,Universität,,1,00602 (U-MD)
C6,06109 (U-FR),[@1.0.143535942@][1692874152941]/6__06109_(U-FR),shape_2,Hauptbahnhof,,0,06109 (U-FR)
C6,06109 (U-MD),[@1.0.143535942@][1692874152941]/6__06109_(U-MD),shape_2,Hauptbahnhof,,0,06109 (U-MD)
C6,01006 (U-MD),[@1.0.143535942@][1692874152941]/60__01006_(U-MD),shape_3,Universität,,1,01006 (U-MD)
C6,00223 (U-MD),[@1.0.143535942@][1692874152941]/61__00223_(U-MD),shape_3,Universität,,1,00223 (U-MD)
C6,06123 Ferien (U-MD),[@1.0.143535942@][1692874152941]/61__06123_Ferien_(U-MD),shape_3,Universität,,1,06123 Ferien (U-MD)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/62__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/62__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,00321 Ferien (U-MD),[@1.0.143535942@][1692874152941]/63__00321_Ferien_(U-MD),shape_3,Universität,,1,00321 Ferien (U-MD)
C6,00607 (U-MD),[@1.0.143535942@][1692874152941]/63__00607_(U-MD),shape_3,Universität,,1,00607 (U-MD)
C6,00413 (U-MM),[@1.0.143535942@][1692874152941]/64__00413_(U-MM),shape_3,Universität,,1,00413 (U-MM)
C6,00413 Ferien (U-MD),[@1.0.143535942@][1692874152941]/64__00413_Ferien_(U-MD),shape_3,Universität,,1,00413 Ferien (U-MD)
C6,00413 (U-DO),[@1.0.143535942@][1692874152941]/64__00413_(U-DO),shape_3,Universität,,1,00413 (U-DO)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/65__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/65__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,00607 (U-MD),[@1.0.143535942@][1692874152941]/66__00607_(U-MD),shape_3,Universität,,1,00607 (U-MD)
C6,00321 Ferien (U-MD),[@1.0.143535942@][1692874152941]/66__00321_Ferien_(U-MD),shape_3,Universität,,1,00321 Ferien (U-MD)
C6,00413 (U-MM),[@1.0.143535942@][1692874152941]/67__00413_(U-MM),shape_3,Universität,,1,00413 (U-MM)
C6,00413 Ferien (U-MD),[@1.0.143535942@][1692874152941]/67__00413_Ferien_(U-MD),shape_3,Universität,,1,00413 Ferien (U-MD)
C6,00413 (U-DO),[@1.0.143535942@][1692874152941]/67__00413_(U-DO),shape_3,Universität,,1,00413 (U-DO)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/68__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/68__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,01005 (U-MD),[@1.0.143535942@][1692874152941]/69__01005_(U-MD),shape_3,Universität,,1,01005 (U-MD)
C6,06112 Ferien (U-FR),[@1.0.143535942@][1692874152941]/7__06112_Ferien_(U-FR),shape_2,Hauptbahnhof,,0,06112 Ferien (U-FR)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/7__06112_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06112 Ferien (U-MD)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/7__00312_(U-MD),shape_2,Hauptbahnhof,,0,00312 (U-MD)
C6,00312 (U-FR),[@1.0.143535942@][1692874152941]/7__00312_(U-FR),shape_2,Hauptbahnhof,,0,00312 (U-FR)
C6,06109 (U-MD),[@1.0.143535942@][1692874152941]/71__06109_(U-MD),shape_3,Universität,,1,06109 (U-MD)
C6,01005 (U-MD),[@1.0.143535942@][1692874152941]/73__01005_(U-MD),shape_3,Universität,,1,01005 (U-MD)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/74__00602_(U-MD),shape_3,Universität,,1,00602 (U-MD)
C6,00602 (U-FR),[@1.0.143535942@][1692874152941]/74__00602_(U-FR),shape_3,Universität,,1,00602 (U-FR)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/75__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,06614 Ferien (U-FR),[@1.0.143535942@][1692874152941]/75__06614_Ferien_(U-FR),shape_3,Universität,,1,06614 Ferien (U-FR)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/75__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,05314 (U-FR) bis 25.07.25,[@1.0.143535942@][1692874152941]/75__05314_(U-FR)_bis_25.07.25,shape_3,Universität,,1,05314 (U-FR) bis 25.07.25
C6,05314 (U-FR),[@1.0.143535942@][1692874152941]/75__05314_(U-FR),shape_3,Universität,,1,05314 (U-FR)
C6,06109 (U-MD),[@1.0.143535942@][1692874152941]/76__06109_(U-MD),shape_3,Universität,,1,06109 (U-MD)
C6,06109 (U-FR),[@1.0.143535942@][1692874152941]/76__06109_(U-FR),shape_3,Universität,,1,06109 (U-FR)
C6,00602 (U-FR),[@1.0.143535942@][1692874152941]/77__00602_(U-FR),shape_3,Universität,,1,00602 (U-FR)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/77__00602_(U-MD),shape_3,Universität,,1,00602 (U-MD)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/78__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/78__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,05314 (U-FR) bis 25.07.25,[@1.0.143535942@][1692874152941]/78__05314_(U-FR)_bis_25.07.25,shape_3,Universität,,1,05314 (U-FR) bis 25.07.25
C6,05314 (U-FR),[@1.0.143535942@][1692874152941]/78__05314_(U-FR),shape_3,Universität,,1,05314 (U-FR)
C6,06614 Ferien (U-FR),[@1.0.143535942@][1692874152941]/78__06614_Ferien_(U-FR),shape_3,Universität,,1,06614 Ferien (U-FR)
C6,06109 (U-MD),[@1.0.143535942@][1692874152941]/79__06109_(U-MD),shape_3,Universität,,1,06109 (U-MD)
C6,06109 (U-FR),[@1.0.143535942@][1692874152941]/79__06109_(U-FR),shape_3,Universität,,1,06109 (U-FR)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/8__07216_(U-MD),shape_2,Hauptbahnhof,,0,07216 (U-MD)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/8__06416_Ferien_(U-MD),shape_2,Hauptbahnhof,,0,06416 Ferien (U-MD)
C6,06416 Ferien (U-FR),[@1.0.143535942@][1692874152941]/8__06416_Ferien_(U-FR),shape_2,Hauptbahnhof,,0,06416 Ferien (U-FR)
C6,07216 (U-FR),[@1.0.143535942@][1692874152941]/8__07216_(U-FR),shape_2,Hauptbahnhof,,0,07216 (U-FR)
C6,06416 Ferien (U-MD),[@1.0.143535942@][1692874152941]/80__06416_Ferien_(U-MD),shape_3,Universität,,1,06416 Ferien (U-MD)
C6,07216 (U-MD),[@1.0.143535942@][1692874152941]/80__07216_(U-MD),shape_3,Universität,,1,07216 (U-MD)
C6,07216 (U-FR),[@1.0.143535942@][1692874152941]/80__07216_(U-FR),shape_3,Universität,,1,07216 (U-FR)
C6,06416 Ferien (U-FR),[@1.0.143535942@][1692874152941]/80__06416_Ferien_(U-FR),shape_3,Universität,,1,06416 Ferien (U-FR)
C6,06112 Ferien (U-MD),[@1.0.143535942@][1692874152941]/81__06112_Ferien_(U-MD),shape_3,Universität,,1,06112 Ferien (U-MD)
C6,00312 (U-FR),[@1.0.143535942@][1692874152941]/81__00312_(U-FR),shape_3,Universität,,1,00312 (U-FR)
C6,00312 (U-MD),[@1.0.143535942@][1692874152941]/81__00312_(U-MD),shape_3,Universität,,1,00312 (U-MD)
C6,06112 Ferien (U-FR),[@1.0.143535942@][1692874152941]/81__06112_Ferien_(U-FR),shape_3,Universität,,1,06112 Ferien (U-FR)
C6,06123 Ferien (U-MD),[@1.0.143535942@][1692874152941]/82__06123_Ferien_(U-MD),shape_3,Universität,,1,06123 Ferien (U-MD)
C6,08022 (U-MF),[@1.0.143535942@][1692874152941]/82__08022_(U-MF),shape_3,Universität,,1,08022 (U-MF)
C6,08022 (U-MF) bis 25.07.25,[@1.0.143535942@][1692874152941]/82__08022_(U-MF)_bis_25.07.25,shape_3,Universität,,1,08022 (U-MF) bis 25.07.25
C6,06123 Ferien (U-FR),[@1.0.143535942@][1692874152941]/82__06123_Ferien_(U-FR),shape_3,Universität,,1,06123 Ferien (U-FR)
C6,05315 (U-MF) bis 25.07.25[2025-7-25],[@1.0.143535942@][1692874152941]/83__05315_(U-MF)_bis_25.07.25[2025-7-25],shape_3,Universität,,1,05315 (U-MF) bis 25.07.25[2025-7-25]
C6,20615 Ferien (U-MF),[@1.0.143535942@][1692874152941]/83__20615_Ferien_(U-MF),shape_3,Universität,,1,20615 Ferien (U-MF)
C6,05315 (U-MF),[@1.0.143535942@][1692874152941]/83__05315_(U-MF),shape_3,Universität,,1,05315 (U-MF)
C6,00602 (U-FR),[@1.0.143535942@][1692874152941]/84__00602_(U-FR),shape_3,Universität,,1,00602 (U-FR)
C6,00602 (U-MD),[@1.0.143535942@][1692874152941]/84__00602_(U-MD),shape_3,Universität,,1,00602 (U-MD)
C6,05314 (U-MD),[@1.0.143535942@][1692874152941]/85__05314_(U-MD),shape_3,Universität,,1,05314 (U-MD)
C6,06614 Ferien (U-FR),[@1.0.143535942@][1692874152941]/85__06614_Ferien_(U-FR),shape_3,Universität,,1,06614 Ferien (U-FR)
C6,05314 (U-FR) bis 25.07.25,[@1.0.143535942@][1692874152941]/85__05314_(U-FR)_bis_25.07.25,shape_3,Universität,,1,05314 (U-FR) bis 25.07.25
C6,05314 (U-FR),[@1.0.143535942@][1692874152941]/85__05314_(U-FR),shape_3,Universität,,1,05314 (U-FR)
C6,06614 Ferien (U-MD),[@1.0.143535942@][1692874152941]/85__06614_Ferien_(U-MD),shape_3,Universität,,1,06614 Ferien (U-MD)
C6,07914 (U-MD),[@1.0.143535942@][1692874152941]/86__07914_(U-MD),shape_3,Universität,,1,07914 (U-MD)
C6,07914 (U-FR),[@1.0.143535942@][1692874152941]/86__07914_(U-FR),shape_3,Universität,,1,07914 (U-FR)
C6,07914 Ferien (U-MF),[@1.0.143535942@][1692874152941]/86__07914_Ferien_(U-MF),shape_3,Universität,,1,07914 Ferien (U-MF)
